354	65758
355	65010
356	65639
357	65104
358	65312
359	64565
360	64097
361	63893
362	64041
363	64324
364	64096
365	63841
366	63802
367	63088
368	62856
369	63208
370	62583
371	62504
372	62674
373	61813
374	61991
375	62072
376	61530
377	61388
378	61456
379	60892
380	61438
381	61139
382	60704
383	60825
384	59834
385	60029
386	59567
387	59447
388	59355
389	59564
390	59261
391	58816
392	58013
393	58323
394	58017
395	57502
396	57618
397	57380
398	56902
399	56522
400	56276
401	55686
402	56089
403	55460
404	55386
405	54966
406	54337
407	54355
408	53648
409	53242
410	53253
411	52499
412	51661
413	51891
414	51536
415	51134
416	51031
417	50647
418	49827
419	49968
420	49563
421	48882
422	48644
423	48078
424	47774
425	47365
426	46913
427	46357
428	46039
429	45525
430	45397
431	44669
432	44445
433	44036
434	43696
435	43205
436	42392
437	42369
438	42196
439	41821
440	41362
441	41246
442	40761
443	40796
444	40297
445	39958
446	39833
447	39221
448	38778
449	38198
450	38186
451	37589
452	37398
453	37095
454	36824
455	36589
456	36139
457	36265
458	36339
459	35854
460	35802
461	35470
462	35572
463	35044
464	34421
465	34806
466	34164
467	34041
468	34064
469	33605
470	33418
471	33078
472	32939
473	33190
474	33012
475	32625
476	32800
477	32527
478	32428
479	32278
480	32046
481	31767
482	31868
483	31711
484	31398
485	31356
486	31311
487	30954
488	30645
489	30793
490	30603
491	30580
492	30634
493	30397
494	29993
495	29871
496	30070
497	29706
498	29766
499	29703
500	29566
501	29277
502	29345
503	29127
504	29271
505	28981
506	29090
507	28828
508	28790
509	28700
510	28559
511	28623
512	28267
513	28420
514	28793
515	28558
516	28053
517	27955
518	27578
519	27756
520	27780
521	27464
522	27198
523	27205
524	26706
525	26895
526	27022
527	26576
528	26944
529	26616
530	26677
531	26371
532	26399
533	26477
534	26168
535	25814
536	25720
537	25809
538	25424
539	25615
540	25556
541	25119
542	25118
543	25032
544	25051
545	25024
546	24700
547	24628
548	24251
549	24464
550	24096
551	24036
552	24078
553	24042
554	24277
555	23848
556	23650
557	23553
558	23432
559	23481
560	22901
561	23252
562	23016
563	22778
564	22707
565	22753
566	22882
567	22779
568	22234
569	22093
570	22318
571	21992
572	21982
573	21899
574	21805
575	21767
576	21465
577	21139
578	21427
579	21314
580	21298
581	20791
582	20973
583	20911
584	20633
585	20427
586	20562
587	20180
588	20171
589	20026
590	19698
591	19617
592	19676
593	19761
594	19635
595	19319
596	19494
597	19331
598	19338
599	19335
600	19102
601	19068
602	19064
603	19129
604	18913
605	18829
606	18778
607	18714
608	18387
609	18443
610	18424
611	18300
612	18407
613	18122
614	17692
615	18059
616	17975
617	17982
618	17764
619	17599
620	17599
621	17671
622	17673
623	17429
624	17322
625	17310
626	17188
627	17001
628	16983
629	16857
630	16943
631	16870
632	16885
633	16705
634	16670
635	16917
636	16706
637	16447
638	16591
639	16570
640	16966
641	16389
642	16508
643	16516
644	16429
645	16303
646	16192
647	16377
648	16148
649	16108
650	16254
651	16075
652	15893
653	15772
654	15856
655	15886
656	15595
657	15507
658	15434
659	15503
660	15362
661	15212
662	15427
663	15208
664	15260
665	15162
666	15078
667	15065
668	15028
669	15076
670	14820
671	14722
672	14814
673	14351
674	14882
675	14556
676	14452
677	14393
678	14387
679	14492
680	14370
681	14225
682	14109
683	14003
684	13689
685	13858
686	13884
687	13850
688	13894
689	13977
690	13722
691	13808
692	13809
693	13791
694	13489
695	13855
696	13511
697	13436
698	13462
699	13278
700	13463
701	13127
702	13077
703	12990
704	13065
705	13046
706	12933
707	13026
708	12867
709	12957
710	12704
711	12603
712	12668
713	12893
714	12601
715	12606
716	12317
717	12619
718	12555
719	12411
720	12313
721	12028
722	12301
723	12210
724	12184
725	11998
726	12184
727	12020
728	11928
729	11987
730	11931
731	11793
732	11754
733	11781
734	11900
735	11655
736	11951
737	11606
738	11523
739	11430
740	11678
741	11529
742	11327
743	11368
744	11442
745	11464
746	11444
747	11243
748	11164
749	11144
750	11294
751	11168
752	10976
753	11014
754	11109
755	10975
756	10735
757	10960
758	10942
759	10989
760	10754
761	10776
762	10670
763	10808
764	10735
765	10601
766	10579
767	10609
768	10412
769	10372
770	10541
771	10388
772	10389
773	10353
774	10140
775	10155
776	10297
777	10096
778	10050
779	10338
780	10038
781	10057
782	9894
783	10049
784	10226
785	9839
786	9923
787	10070
788	9933
789	9726
790	9723
791	9784
792	9961
793	9776
794	9714
795	9644
796	9699
797	9403
798	9621
799	9718
800	9587
801	9696
802	9372
803	9299
804	9610
805	9351
806	9307
807	9241
808	9386
809	9311
810	9275
811	9304
812	9062
813	9130
814	9167
815	9164
816	9173
817	9131
818	9157
819	8969
820	9103
821	8887
822	9117
823	8941
824	8779
825	8976
826	8824
827	8678
828	8804
829	8695
830	8710
831	8735
832	8538
833	8623
834	8552
835	8533
836	8509
837	8514
838	8527
839	8648
840	8457
841	8547
842	8457
843	8307
844	8481
845	8387
846	8218
847	8352
848	8199
849	8163
850	8102
851	8188
852	8129
853	8104
854	8108
855	8051
856	7803
857	8216
858	8030
859	7996
860	7846
861	8102
862	7854
863	7898
864	7877
865	7929
866	7850
867	7787
868	7768
869	7814
870	7798
871	7791
872	7677
873	7560
874	7675
875	7572
876	7648
877	7551
878	7645
879	7441
880	7582
881	7385
882	7546
883	7455
884	7483
885	7421
886	7513
887	7300
888	7480
889	7395
890	7471
891	7286
892	7306
893	7279
894	7167
895	7199
896	7080
897	7177
898	7021
899	7198
900	7013
901	7014
902	7050
903	6958
904	7185
905	6915
906	7124
907	6974
908	7107
909	7012
910	7064
911	6858
912	6933
913	6916
914	6907
915	6967
916	6908
917	6960
918	6895
919	6830
920	6921
921	6813
922	6840
923	6786
924	6680
925	6671
926	6655
927	6751
928	6688
929	6642
930	6476
931	6560
932	6588
933	6490
934	6428
935	6630
936	6528
937	6481
938	6406
939	6558
940	6314
941	6590
942	6418
943	6423
944	6481
945	6380
946	6441
947	6472
948	6241
949	6126
950	6151
951	6196
952	6187
953	6223
954	6131
955	6091
956	6095
957	6152
958	5979
959	5949
960	6095
961	6111
962	6136
963	6010
964	6093
965	6119
966	5972
967	6098
968	5992
969	6064
970	6040
971	6076
972	5869
973	6071
974	6061
975	5969
976	6076
977	5892
978	6063
979	5904
980	5856
981	5936
982	5891
983	5907
984	5823
985	5874
986	5972
987	5745
988	5866
989	5729
990	5724
991	5759
992	5579
993	5690
994	5717
995	5592
996	5549
997	5544
998	5469
999	5618
